time,bkgd_a,bkgd_b,bkgd_c
1501318380,1280,95232,98890.7977794467
1501321980,1440,92160,98884.9099862336
1501325460,1300,96256,98892.731598031
1501325580,1280,98304,98900.5532098284
1501328340,1330,99328,98897.8125936423
1501329180,1330,99328,98895.0719774561
1501332780,1440,95232,98943.4506334874
1501336380,1390,98304,98987.9888073076
1501339980,1500,92160,99065.6110581143
1501343580,1560,84992,99138.9737500096
1501347180,1610,82944,99133.417858639
1501348620,1670,79872,99157.5329518953
1501350780,1720,79872,99181.6480451517
1501354380,1720,79872,99181.6480451517
1501357980,1830,74752,99190.7769019936
1501361580,1780,76800,99186.6358745902
1501365180,1890,71680,99156.6857372965
1501368780,1780,76800,99118.3187978292
1501372380,1720,79872,99074.298037428
1501375980,1720,79872,99035.261670983
1501379580,1500,89088,99007.0674093062
1501383180,1390,95232,99046.5269437992
1501386780,1280,102400,99085.906387081
1501390380,1280,102400,99144.4389693713
1501391520,1330,99328,99152.8271485738
1501392420,1280,102400,99161.2153277762
1501393860,1300,102400,99169.6035069787
1501393980,1330,99328,99177.9916861812
1501397580,1280,102400,99193.2161212799
1501401180,1280,102400,99163.9498301347
1501404780,1330,102400,99177.9916861812
1501408380,1330,99328,99168.2358341562
1501411980,1330,102400,99168.2358341562
1501415580,1390,98304,99173.3595728644
1501419180,1390,98304,99222.1413532741
1501422780,1390,102400,99270.9231336837
1501426380,1390,98304,99358.7303384211
1501429980,1440,95232,99402.0190369756
1501433580,1560,88064,99421.9491672094
1501436640,1610,84992,99426.5754072992
1501437180,1670,86016,99431.2016473891
1501438140,1670,81920,99425.7101317024
1501440780,1890,71680,99420.2186160156
1501444380,2060,64512,99375.5976365608
1501447980,1940,74752,99356.0120426928
1501451580,2060,69632,99307.2647108775
1501455180,2110,67584,99262.5209444918
1501458780,2000,74752,99214.5133739707
1501462380,1940,72704,99180.3161770116
1501465980,1780,79872,99206.155039379
1501469580,1610,89088,99201.7251649694
1501473180,1500,95232,99241.2420045386
1501476660,1400,102400,99272.8466480456
1501476780,1440,99328,99304.4512915526
1501480380,1440,99328,99323.9648406372
1501483980,1440,99328,99314.2080660949
1501487580,1440,99328,99323.9648406372
1501491180,1440,99328,99304.4512915526
1501494780,1440,99328,99275.1809679257
1501498380,1440,99328,99275.1809679257
1501501980,1390,98304,99290.4358458476
1501505580,1390,98304,99290.4358458476
1501509180,1390,98304,99319.7049140934
1501512780,1440,95232,99333.7216151795
1501516260,1500,90112,99341.1468212665
1501516380,1500,92160,99348.5720273534
1501519980,1670,81920,99333.6148364682
1501522260,1780,79872,99333.3222234874
1501523580,1780,79872,99333.0296105066
1501527180,1780,79872,99313.5104457178
1501530780,2000,69632,99253.5588337794
1501534380,2060,64512,99219.4080921419
1501537980,2060,62464,99151.0751664586
1501541580,2060,62464,99102.2659338277
1501545180,2000,66560,99068.092899688
1501548780,1890,71680,99039.5600134213
1501552380,1670,81920,99011.5783604289
1501555860,1600,83968,99021.6083036813
1501555980,1560,88064,99031.6382469337
1501559580,1440,95232,99031.2616043681
1501563180,1390,98304,99046.5269437992
1501566780,1390,98304,99056.2832998812
1501570380,1390,98304,99046.5269437992
1501573980,1330,99328,98982.8746456811
1501577580,1330,99328,98982.8746456811
1501580580,1280,102400,98966.1025037091
1501581180,1280,102400,98949.330361737
1501584780,1330,99328,98934.0953855561
1501588080,1300,96256,98931.9574432648
1501588380,1280,98304,98929.8195009736
1501589520,1280,98304,98931.3542764973
1501591080,1280,98304,98932.8890520211
1501591980,1220,102400,98934.4238275448
1501595580,1280,102400,98929.8195009736
1501599180,1500,92160,98958.2810352994
1501602780,1560,88064,98924.302743858
1501606380,1670,86016,98894.4741873237
1501609980,1830,79872,98858.9372469048
1501613580,2000,69632,98863.1042356922
1501617180,2280,58368,98836.8801955394
1501620780,2330,58368,98801.8125224165
1501624380,2280,58368,98768.5350250002
1501627980,2280,60416,98729.4806418349
1501631580,2170,64512,98671.8553346902
1501635180,2060,66560,98682.5065332017
1501638780,1940,69632,98711.7938685285
1501642380,1780,82944,98698.6567548687
1501645980,1670,86016,98728.5766087581
1501649580,1670,88064,98748.0939709422
1501653180,1610,89088,98723.5740206566
1501656780,1610,92160,98723.5740206566
1501660380,1560,95232,98699.8739646995
1501663980,1560,92160,98729.1472837201
1501667580,1560,95232,98699.8739646995
1501671180,1500,95232,98646.0482416562
1501674780,1440,95232,98689.7744953876
1501678380,1500,98304,98733.8637148684
1501681980,1500,95232,98782.6500888751
1501685580,1610,89088,98830.9140734615
1501689180,1780,82944,98845.0504907851
1501692780,2000,71680,98882.6269655966
1501696380,2110,67584,98901.3178293318
1501699980,2280,60416,98914.98896187
1501703580,2280,62464,98924.7525576613
1501707180,2440,57344,98908.1852024076
1501710780,2720,50176,98832.458682696
1501714380,2830,41984,98801.8893509187
1501717980,2440,55296,98800.7718311738
1501721580,2220,69632,98793.0241561912
1501725180,2220,69632,98812.5503987361
1501728780,1890,76800,98834.5899966399
1501732380,1780,82944,98815.7717436019
1501735980,1670,88064,98845.6807818632
1501739580,1720,86016,98859.5980219804
1501743180,1720,89088,98820.5616555354
1501746780,1720,89088,98859.5980219804
1501750380,1830,82944,98839.4172671936
1501753980,1780,89088,98815.7717436019
1501757580,1830,89088,98829.6572773381
1501761180,1780,89088,98864.569655574
1501764780,1780,92160,98864.569655574
1501768380,1830,86016,98946.7771556048
1501771980,1940,82944,98994.8594299037
