time,bkgd_a,bkgd_b,bkgd_c
1501391520,13.3,97,99152.8271485738
1501392420,12.8,100,99161.2153277762
1501393860,13,100,99169.6035069787
1501393980,13.3,97,99177.9916861812
1501397580,12.8,100,99193.2161212799
1501401180,12.8,100,99163.9498301347
1501404780,13.3,100,99177.9916861812
1501408380,13.3,97,99168.2358341562
1501411980,13.3,100,99168.2358341562
1501415580,13.9,96,99173.3595728644
1501419180,13.9,96,99222.1413532741
1501422780,13.9,100,99270.9231336837
1501426380,13.9,96,99358.7303384211
1501429980,14.4,93,99402.0190369756
1501433580,15.6,86,99421.9491672094
1501436640,16.1,83,99426.5754072992
1501437180,16.7,84,99431.2016473891
1501438140,16.7,80,99425.7101317024
1501440780,18.9,70,99420.2186160156
1501444380,20.6,63,99375.5976365608
1501447980,19.4,73,99356.0120426928
1501451580,20.6,68,99307.2647108775
1501455180,21.1,66,99262.5209444918
1501458780,20,73,99214.5133739707
1501462380,19.4,71,99180.3161770116
1501465980,17.8,78,99206.155039379
1501469580,16.1,87,99201.7251649694
1501473180,15,93,99241.2420045386
1501476660,14,100,99272.8466480456
1501476780,14.4,97,99304.4512915526
1501480380,14.4,97,99323.9648406372
1501483980,14.4,97,99314.2080660949
1501487580,14.4,97,99323.9648406372
1501491180,14.4,97,99304.4512915526
1501494780,14.4,97,99275.1809679257
1501498380,14.4,97,99275.1809679257
1501501980,13.9,96,99290.4358458476
1501505580,13.9,96,99290.4358458476
1501509180,13.9,96,99319.7049140934
1501512780,14.4,93,99333.7216151795
1501516260,15,88,99341.1468212665
1501516380,15,90,99348.5720273534
1501519980,16.7,80,99333.6148364682
1501522260,17.8,78,99333.3222234874
1501523580,17.8,78,99333.0296105066
1501527180,17.8,78,99313.5104457178
1501530780,20,68,99253.5588337794
1501534380,20.6,63,99219.4080921419
1501537980,20.6,61,99151.0751664586
1501541580,20.6,61,99102.2659338277
1501545180,20,65,99068.092899688
1501548780,18.9,70,99039.5600134213
1501552380,16.7,80,99011.5783604289
1501555860,16,82,99021.6083036813
1501555980,15.6,86,99031.6382469337
1501559580,14.4,93,99031.2616043681
1501563180,13.9,96,99046.5269437992
1501566780,13.9,96,99056.2832998812
1501570380,13.9,96,99046.5269437992
1501573980,13.3,97,98982.8746456811
1501577580,13.3,97,98982.8746456811
1501580580,12.8,100,98966.1025037091
1501581180,12.8,100,98949.330361737
1501584780,13.3,97,98934.0953855561
1501588080,13,94,98931.9574432648
1501588380,12.8,96,98929.8195009736
1501589520,12.8,96,98931.3542764973
1501591080,12.8,96,98932.8890520211
1501591980,12.2,100,98934.4238275448
1501595580,12.8,100,98929.8195009736
1501599180,15,90,98958.2810352994
1501602780,15.6,86,98924.302743858
1501606380,16.7,84,98894.4741873237
1501609980,18.3,78,98858.9372469048
1501613580,20,68,98863.1042356922
1501617180,22.8,57,98836.8801955394
1501620780,23.3,57,98801.8125224165
1501624380,22.8,57,98768.5350250002
1501627980,22.8,59,98729.4806418349
1501631580,21.7,63,98671.8553346902
1501635180,20.6,65,98682.5065332017
1501638780,19.4,68,98711.7938685285
1501642380,17.8,81,98698.6567548687
1501645980,16.7,84,98728.5766087581
1501649580,16.7,86,98748.0939709422
1501653180,16.1,87,98723.5740206566
1501656780,16.1,90,98723.5740206566
1501660380,15.6,93,98699.8739646995
1501663980,15.6,90,98729.1472837201
1501667580,15.6,93,98699.8739646995
1501671180,15,93,98646.0482416562
1501674780,14.4,93,98689.7744953876
1501678380,15,96,98733.8637148684
1501681980,15,93,98782.6500888751
1501685580,16.1,87,98830.9140734615
1501689180,17.8,81,98845.0504907851
1501692780,20,70,98882.6269655966
1501696380,21.1,66,98901.3178293318
1501699980,22.8,59,98914.98896187
1501703580,22.8,61,98924.7525576613
1501707180,24.4,56,98908.1852024076
1501710780,27.2,49,98832.458682696
1501714380,28.3,41,98801.8893509187
1501717980,24.4,54,98800.7718311738
1501721580,22.2,68,98793.0241561912
1501725180,22.2,68,98812.5503987361
1501728780,18.9,75,98834.5899966399
1501732380,17.8,81,98815.7717436019
1501735980,16.7,86,98845.6807818632
1501739580,17.2,84,98859.5980219804
1501743180,17.2,87,98820.5616555354
1501746780,17.2,87,98859.5980219804
1501750380,18.3,81,98839.4172671936
1501753980,17.8,87,98815.7717436019
1501757580,18.3,87,98829.6572773381
1501761180,17.8,87,98864.569655574
1501764780,17.8,90,98864.569655574
1501768380,18.3,84,98946.7771556048
1501771980,19.4,81,98994.8594299037
1501775580,20.6,78,99024.1711616182
1501779180,22.2,66,99017.5759454582
1501782780,22.8,69,99051.6793029485
1501786380,23.3,60,99045.9122667648
1501789980,23.9,58,99060.4550512801
1501793580,21.1,68,99057.5137710226
1501797180,21.7,63,99042.8388612281
1501800780,22.2,61,99017.5759454582
1501804380,22.8,61,99012.6249197832
1501807980,22.2,66,98998.0497029132
1501811580,21.1,73,98998.9402928886
1501815180,20,78,99009.5247099749
1501818780,19.4,79,99014.3811927572
1501819860,19.4,79,99031.0663587121
1501822380,21.1,76,99047.7515246669
1501825980,21.1,78,98969.6535538215
1501829580,21.7,66,98906.160719872
1501833180,21.7,66,99003.7879636978
1501836780,21.7,79,98925.6861686372
1501837980,21.1,78,98928.145368518
1501840380,21.1,73,98930.6045683988
1501843860,22,69,98964.327135656
1501843980,22.2,68,98998.0497029132
1501844400,21.1,76,98884.2044300011
1501847580,19.4,87,98770.359157089
1501851180,20.6,81,98907.0290033039
1501854780,20,81,98931.4337903575
1501858380,19.4,84,98946.0550227701
1501861980,18.9,87,98961.4761975046
1501865580,19.4,81,99033.9029556106
1501869180,20.6,78,99053.4567011967
1501872780,20.6,75,99092.5040873015
1501876380,20,84,99038.8088048315
1501879980,20,84,99048.5701697836
1501883580,19.4,84,98994.8594299037
1501887180,19.4,81,98946.0550227701
1501890780,19.4,81,98936.2941413433
1501894380,22.8,66,98914.98896187
1501897980,21.1,71,98862.2688439091
1501901580,19.4,81,98858.2070899295
1501905180,18.3,90,98849.1772570492
1501908780,17.8,90,98893.8484027573
1501912380,17.2,93,98888.8752968142
1501915860,17,94,98886.7954015229
1501915980,16.7,96,98884.7155062316
1501919580,16.1,100,98889.4631931733
1501921320,15.6,100,98889.4631931733
1501923180,16.1,100,98889.4631931733
1501924980,15.6,100,98887.3674225018
1501926780,15.6,100,98885.2716518304
1501930380,15.6,100,98885.2716518304
1501931760,15.6,100,98880.3927653269
1501933980,15.6,100,98875.5138788235
1501937580,15.6,100,98875.5138788235
1501941180,16.1,97,98908.9795664105
1501944780,16.7,93,98953.0262738763
1501948380,16.7,96,98972.5436360605
1501951980,17.2,90,98986.4662129267
1501955580,17.8,87,99010.9633914904
1501957560,19.4,79,99012.6722921238
1501959180,19.4,79,99014.3811927572
1501962780,21.1,71,99008.7025392442
1501966380,21.7,68,98984.2625149326
1501969980,21.7,68,98954.9743417849
1501973580,21.1,71,98930.6045683988
1501977180,21.1,71,98901.3178293318
1501980780,19.4,81,98858.2070899295
1501984380,17.8,87,98845.0504907851
1501986840,17.2,90,98864.8829985084
1501987980,16.7,93,98884.7155062316
1501991580,16.7,93,98913.9915495079
1501995180,16.7,93,98933.5089116921
1501998780,16.7,93,98913.9915495079
1502002380,16.1,97,98889.4631931733
1502005980,16.1,97,98879.7050065546
1502009580,16.1,97,98860.1886333174
1502013180,16.7,93,98855.4394629553
1502016780,16.1,93,98850.4304466988
1502020380,15.6,96,98846.2405598028
1502023980,15.6,96,98885.2716518304
1502027580,15.6,93,98934.0605168648
1502029380,16.1,90,98935.4583866654
1502030400,16.1,90,98936.8562564659
1502031180,16.1,90,98938.2541262664
1502031300,16.7,86,98955.3988811634
1502034780,16.7,86,98972.5436360605
1502038380,17.2,87,98966.9480297042
1502040240,17.2,87,98964.8664923363
1502041980,16.7,86,98962.7849549684
1502045580,18.3,78,98976.0571251714
1502045700,18.3,78,98980.5778368242
1502049180,19.4,73,98985.098548477
1502052780,20.6,65,98965.6000824611
1502056380,20.6,63,98936.3145428825
1502059980,20.6,65,98907.0290033039
1502063580,20,68,98902.1496955009
1502067180,18.9,73,98902.913335567
1502070780,17.8,78,98893.8484027573
1502073660,17.2,81,98910.8800330082
1502074380,17.2,81,98927.9116632592
1502077980,16.7,84,98943.2675927842
1502081580,16.1,90,98987.0450593596
1502085180,16.7,86,99011.5783604289
1502088780,16.7,86,99011.5783604289
1502092380,16.7,86,98992.0609982447
1502095980,16.7,84,98953.0262738763
1502099580,16.7,86,98913.9915495079
1502103180,16.7,86,98894.4741873237
1502106780,16.7,86,98894.4741873237
1502110380,16.1,90,98918.7377530292
1502113980,16.1,87,98977.2868727409
1502117580,16.7,86,99021.337041521
1502121180,16.7,84,99060.3717658894
1502124780,17.2,81,99084.0571290392
1502126400,17.2,81,99093.8162206504
1502128380,17.2,81,99103.5753122617
1502131980,17.8,78,99118.3187978292
1502135580,19.4,71,99131.5117698779
1502136840,19.4,71,99111.9900070245
1502139180,19.4,71,99092.468244171
1502142780,20.6,65,99063.2185477229
1502146380,20.6,65,99033.9330081444
1502149980,19.4,71,99014.3811927572
1502153580,18.9,73,98990.7576284734
1502156580,18.3,78,98993.167366678
1502157180,18.3,78,98995.5771048825
1502160060,17.2,84,99005.6602963215
1502160780,17.2,87,99015.7434877604
1502164380,16.7,90,99050.6130847973
1502167980,16.7,86,99089.6478091657
1502171580,16.1,90,99074.8687389272
1502175180,16.1,93,99045.5941790713
1502175840,16.1,93,99035.8359924527
1502178060,16.1,90,99026.0778058341
1502178780,16.1,90,99016.3196192155
1502182380,16.1,90,99016.3196192155
1502185440,15.6,90,98999.5845005574
1502185980,15.6,93,98982.8493818993
1502189580,15,96,98997.3101345048
1502193180,15,96,98977.7955849021
1502196780,15,96,98987.5528597034
1502200380,15,93,99016.8246841075
1502203980,15,93,99055.8537833129
1502207580,15.6,93,99090.1848849751
1502211180,16.1,90,99084.6269255458
1502214780,16.7,86,99099.4064902578
1502215980,17.2,84,99094.2232704518
1502218380,17.8,84,99089.0400506459
1502221980,18.9,75,99068.8414443902
1502222940,18.9,78,99056.2526407138
1502225580,19.4,76,99043.6638370374
1502229180,20,73,98999.7633450228
1502232780,19.4,73,98975.3376670503
1502236380,18.9,75,98932.1947665358
1502239980,18.3,78,98917.4971860381
1502241480,17.2,84,98927.4747395193
1502243460,17,83,98937.4522930005
1502243580,17.2,84,98947.4298464817
1502247060,16,94,98942.841986374
1502247180,16.1,93,98938.2541262664
1502250780,16.1,93,98957.7704995037
1502254380,15.6,93,99002.3649279131
1502257980,15.6,93,99002.3649279131
1502261580,15.6,93,98992.6071549062
1502265180,15,100,98997.3101345048
1502268780,15,96,98977.7955849021
1502272380,15,96,98948.5237604981
1502275980,14.4,97,98923.9370844028
1502279580,14.4,100,98923.9370844028
1502283180,14.4,100,98914.1803098605
1502286780,14.4,97,98953.2074080297
1502290380,14.4,100,98992.2345061989
1502293980,15,96,99026.5819589089
1502297580,15,96,99046.0965085116
1502301180,15.6,93,99109.7004309889
1502304780,16.1,90,99104.1432987831
1502308380,16.7,86,99118.923852442
1502310720,16.7,86,99106.3700365462
1502311980,17.2,84,99093.8162206505
1502315580,18.3,78,99054.1370440158
1502319180,17.8,78,99020.7229738849
1502322780,18.3,78,98995.5771048825
1502326380,17.2,84,98996.225304538
1502329980,16.7,86,98982.3023171526
1502333580,16.7,86,99011.5783604289
1502337180,16.1,90,99035.8359924527
1502340780,16.1,90,99065.1105523086
1502344380,16.1,90,99094.3851121645
1502345880,15.6,93,99082.5272255629
1502347980,15.6,93,99070.6693389613
1502351580,15.6,93,99041.3960199406
1502355180,15.6,93,98992.6071549062
1502358780,15.6,93,99002.3649279131
1502362380,15,96,98987.5528597034
1502365980,15,93,98968.0383101008
1502369580,15,93,99007.0674093062
1502373180,15,96,99036.3392337102
1502376780,15,93,99055.8537833129
1502380380,15,93,99055.8537833129
1502383980,15.6,93,99090.1848849751
1502387580,16.1,90,99113.9014854017
1502388480,16.1,87,99113.6179446373
1502391180,17.2,84,99113.334403873
1502394660,18,77,99101.1872272594
1502394780,17.8,78,99089.0400506459
1502398380,18.3,78,99073.657023727
1502401980,19.4,73,99024.1420741839
1502405580,19.4,73,98994.8594299037
1502409060,19,73,98987.9282906938
1502409180,18.9,75,98980.9971514838
1502412780,18.3,78,98956.5371454603
1502416380,16.7,86,98962.7849549684
1502417100,16.7,86,98966.2205062764
1502418900,16.1,87,98969.6560575844
1502419980,15.6,93,98973.0916088924
1502423580,15.6,93,98973.0916088924
1502427180,15.6,93,98992.6071549062
1502430780,15.6,93,99041.3960199406
1502434380,15,96,99036.3392337102
1502437980,15,96,99026.5819589089
1502441580,15,96,99007.0674093062
1502445180,15,96,98987.5528597034
1502448780,14.4,100,98953.2074080297
1502452380,14.4,100,98943.4506334874
1502455980,14.4,97,98962.964182572
1502459580,14.4,97,98972.7209571143
1502463180,14.4,97,99021.5048298258
1502466780,15,93,99026.5819589089
1502470380,15,93,99046.0965085116
1502473980,16.1,87,99074.8687389272
1502477460,17,83,99064.8242965663
1502477580,17.2,84,99054.7798542054
1502481180,18.9,75,98990.7576284734
1502484780,20,73,98960.717885214
1502488380,20,70,98931.4337903575
1502491980,19.4,73,98897.2506156364
1502495580,18.9,75,98854.1109506191
1502499180,18.9,75,98824.8295196503
1502502780,17.8,81,98786.4929964185
1502506380,16.7,86,98796.8873764027
1502509980,16.1,90,98830.9140734615
1502513580,15.6,93,98846.2405598028
1502515080,16.1,93,98846.2405598028
1502517180,15.6,93,98846.2405598028
1502519880,15.6,93,98836.4827867959
1502520780,15.6,93,98826.725013789
1502524380,15.6,93,98846.2405598028
1502527980,15.6,93,98826.725013789
1502530980,15.6,93,98826.725013789
1502531580,15.6,93,98826.725013789
1502535180,15,93,98821.6791880805
1502538780,14.4,93,98826.3693389798
1502542380,14.4,93,98855.6396626067
1502545980,14.4,93,98904.4235353182
1502549580,14.4,93,98962.964182572
1502552040,15.6,86,98987.543441746
1502553180,15.6,90,99012.12270092
1502555100,15.6,90,99016.8137653729
1502556780,14.4,97,99021.5048298258
1502560380,15,90,99055.8537833129
1502563980,15.6,90,99060.9115659544
1502567340,17,83,99050.8829848298
1502567580,16.7,84,99040.8544037052
1502571180,17.8,78,99030.4825562793
1502574780,18.3,76,99005.3370947381
1502578260,18,77,98980.9371200992
1502578380,18.3,76,98956.5371454603
1502581980,17.2,81,98957.1889380929
1502585460,17,83,98940.4695843465
1502585580,16.7,84,98923.7502306
1502589180,16.1,83,98899.2213797919
1502592780,15.6,86,98895.0294248373
1502596380,15.6,86,98914.5449708511
1502597820,15,90,98912.8615343316
1502599260,15,87,98911.1780978121
1502599980,15,87,98909.4946612927
1502603460,14,94,98906.9590983054
1502603580,14.4,90,98904.4235353182
1502607060,15,88,98897.2018235041
1502607180,15,90,98889.98011169
1502609400,15,90,98885.1014742893
1502610780,15,90,98880.2228368886
1502614380,15,90,98860.7082872859
1502616360,14.4,93,98838.6604258617
1502617980,14.4,93,98816.6125644375
1502621580,13.9,96,98812.3743978328
1502625060,14,94,98827.0089319557
1502625180,13.9,93,98841.6434660786
1502627280,14.4,90,98851.3998221605
1502628660,14,94,98861.1561782425
1502628780,13.9,93,98870.9125343244
1502632380,13.9,93,98900.1816025702
1502635020,13.9,93,98919.6943147341
1502635980,13.9,93,98939.2070268979
1502639580,15,87,98987.5528597034
1502641020,15,83,98994.9588938083
1502643180,15.6,83,99002.3649279131
1502646780,16.1,81,99016.3196192155
1502650380,17.2,75,99015.7434877604
1502653980,18.3,70,99024.8570744492
1502657580,19.4,68,99024.1420741839
1502661180,18.9,75,98980.9971514838
1502664660,19,78,98963.5260871269
1502664780,19.4,76,98946.0550227701
1502666340,20,73,98929.3644176634
1502668380,18.9,81,98912.6738125566
1502671980,18.3,84,98888.2172164714
1502674140,17.8,90,98876.3934360227
1502675580,17.8,90,98864.569655574
1502679180,17.2,93,98849.8389303692
1502682780,17.2,90,98869.3571135917
1502686380,16.7,93,98884.7155062316
1502689980,16.1,97,98860.1886333174
1502693580,16.1,97,98821.1558868429
1502697180,16.1,97,98801.6395136056
1502700780,15.6,96,98748.6628297339
1502704380,15.6,96,98748.6628297339
1502707980,15.6,93,98709.6317377064
1502710260,15.6,93,98709.6317377064
1502711580,15.6,93,98709.6317377064
1502714640,15,93,98707.1118140853
1502715180,15,93,98704.5918904643
1502718780,14.4,97,98748.3151426414
1502722380,13.9,96,98802.6180417509
1502725980,14.4,97,98806.8557898952
1502729580,15,93,98850.9510124846
1502731080,15,90,98863.232445654
1502733180,15.6,86,98875.5138788235
1502736780,16.1,83,98860.1886333174
1502740380,16.7,80,98855.4394629553
1502743980,16.7,80,98835.9221007711
1502744820,17.2,78,98826.163419679
1502747580,16.7,78,98816.404738587
1502751180,17.2,75,98771.7661974792
1502754780,16.7,80,98757.8526520343
1502758380,16.1,81,98723.5740206566
1502761980,16.1,81,98704.0576474194
1502765580,15.6,83,98690.1161916926
1502769180,15.6,83,98719.3895107133
1502772780,15.6,83,98719.3895107133
1502776380,15.6,83,98719.3895107133
1502779980,15.6,80,98699.8739646995
1502783580,15,87,98675.3200660602
1502787180,15,83,98665.5627912589
1502790780,15,83,98655.8055164575
1502794380,15.6,83,98631.5695536512
1502797980,15,83,98607.0191424508
1502801580,14.4,87,98611.7202990491
1502804880,15,82,98643.5201825547
1502805180,15,83,98675.3200660602
1502808780,15.6,83,98729.1472837201
1502811420,16.1,81,98755.6352120443
1502812380,16.1,81,98782.1231403684
1502815980,17.2,75,98810.8025639242
1502819580,17.2,75,98840.0798387579
1502823180,17.8,73,98854.8100731795
1502826780,18.3,70,98858.9372469048
1502830380,18.3,70,98858.9372469048
1502833980,18.3,70,98849.1772570492
1502837580,19.4,68,98848.4462085028
1502841180,17.2,75,98849.8389303692
1502844780,17.2,75,98859.5980219804
1502848380,16.1,81,98811.3977002243
1502851980,15,87,98821.6791880805
1502855580,15,87,98850.9510124846
1502859180,15,83,98899.7373864913
1502862780,15,83,98899.7373864913
1502865420,15.6,83,98907.1411786712
1502866380,15.6,83,98914.5449708511
1502869980,15,87,98919.251936094
1502873580,15.6,83,98904.7871978442
1502877180,16.1,81,98899.2213797919
1502880780,16.1,81,98899.2213797919
1502884380,16.1,81,98889.4631931733
1502887980,15.6,83,98924.302743858
1502891580,16.1,81,98977.2868727409
1502895180,16.7,80,99031.0957226131
1502898780,17.2,78,99064.5389458167
1502902260,18,73,99071.9097070341
1502902380,17.8,75,99079.2804682514
1502905080,18.9,70,99090.7547969246
1502905980,19.4,68,99102.2291255978
1502909580,19.4,68,99092.468244171
1502913180,20,68,99077.8542646402
1502916780,21.7,61,99062.3643099933
1502920380,21.7,61,99023.313412463
1502923980,21.1,64,98989.1780465329
1502927580,20.6,68,98965.6000824611
1502931180,19.4,71,98936.2941413433
1502934780,18.3,76,98917.4971860381
1502938380,16.7,86,98933.5089116921
1502941980,16.1,90,98977.2868727409
1502945580,16.1,90,99026.077805834
1502949180,16.1,93,99035.8359924527
1502952780,15.6,93,99041.3960199406
1502956380,15.6,93,99041.3960199406
1502959980,16.1,93,99035.8359924527
1502960820,16.1,93,99038.2755391073
1502961900,16.1,93,99040.715085762
1502963460,16,88,99043.1546324167
1502963580,16.1,90,99045.5941790713
1502967180,16.1,93,99045.5941790713
1502970780,16.1,90,99045.5941790713
1502974380,16.1,90,99055.3523656899
1502977980,16.7,90,99099.4064902578
1502981580,16.7,90,99148.1998957183
1502985180,17.2,87,99181.6480451517
1502988780,17.8,84,99225.6742041679
1502992380,18.3,81,99268.8568208381
1502993760,18.9,78,99278.2713467718
1502995980,19.4,76,99287.6858727056
1502999580,20.6,68,99258.4554782466
1503003180,21.1,68,99203.9474663577
1503006780,21.7,66,99159.991553819
1503010380,21.1,66,99106.325002801
1503013980,20.6,68,99063.2185477229
1503017580,19.4,73,99053.4247184641
1503021180,18.3,78,99034.6170643047
1503024780,17.2,84,99054.7798542054
1503028380,16.7,86,99079.8891280736
1503031980,16.1,93,99152.9342318762
1503035580,16.1,90,99133.417858639
1503037380,15.6,93,99138.5224134315
1503038700,15.6,93,99143.6269682239
1503039180,15.6,93,99148.7315230164
1503042780,15.6,93,99148.7315230164
1503045060,15.6,93,99138.9737500095
1503046260,16,88,99129.2159770027
1503046380,15.6,93,99119.4582039958
1503048240,15.6,93,99109.7004309889
1503049980,15.6,93,99099.942657982
1503053580,15.6,93,99090.1848849751
1503057180,15.6,93,99090.1848849751
1503060780,15.6,90,99109.7004309889
1503064380,16.1,87,99152.9342318762
1503067980,16.1,87,99182.2087917321
1503071580,16.7,86,99196.9933011788
1503075180,17.2,84,99191.407136763
1503076800,17.8,81,99181.3320295227
1503078780,18.3,78,99171.2569222825
1503082380,20,70,99155.9451842576
1503085980,20.6,70,99121.78962688
1503089580,21.1,68,99096.5627564453
1503093180,21.1,68,99057.5137710226
1503096780,20.6,70,99004.6474685658
1503100380,19.4,76,98975.3376670503
1503103980,18.3,81,98946.7771556048
1503107580,17.2,87,98927.9116632592
1503111180,16.7,90,98953.0262738763
1503114780,16.1,93,98957.7704995037
1503117480,15.6,96,98970.3099407015
1503118380,15.6,96,98982.8493818993
1503121980,16.7,90,98972.5436360605
1503125580,15.6,96,98934.0605168648
1503125940,15.6,96,98919.4238573545
1503129180,15.6,96,98904.7871978442
1503132780,15.6,96,98895.0294248373
1503136380,15.6,96,98846.2405598028
1503139980,15.6,96,98826.725013789
1503143580,16.1,93,98821.1558868429
1503147180,16.1,93,98830.9140734615
1503150780,16.1,93,98840.6722600801
1503154380,16.1,93,98869.946819936
1503157980,16.1,93,98899.2213797919
1503161580,16.1,90,98938.2541262664
1503164460,17.2,87,98940.7608595253
1503165180,16.7,86,98943.2675927842
1503168780,18.3,81,98937.0171657492
1503170220,18.9,75,98924.4641131012
1503172380,20,70,98911.9110604531
1503175980,20.6,70,98858.219770673
1503179580,20,76,98804.5360459791
1503183060,21,73,98787.4495989582
1503183180,20.6,73,98770.3631519374
1503186780,20,70,98736.2064913138
1503190380,18.9,78,98727.2247497543
1503193980,17.8,81,98688.8971724743
1503197580,17.2,87,98693.6934645892
1503201180,16.7,90,98728.5766087581
1503204780,16.7,90,98728.5766087581
1503208380,16.1,93,98713.815834038
1503211980,15.6,93,98709.6317377064
1503213900,15.6,96,98716.6028791815
1503215580,16.1,93,98723.5740206566
1503219180,16.1,90,98723.5740206566
1503219600,16.7,86,98706.5579525232
1503222780,16.7,90,98689.5418843897
1503226380,16.7,86,98679.7832032976
1503227640,16.7,86,98679.7832032976
1503229980,16.7,86,98679.7832032976
1503233580,16.7,86,98689.5418843897
1503237180,16.1,90,98743.0903938939
1503240780,16.7,90,98796.8873764027
1503244380,17.2,84,98830.3207471467
1503246960,17.8,81,98844.6289970257
1503247980,18.3,78,98858.9372469048
1503251580,19.4,73,98858.2070899295
1503255180,20.6,65,98858.219770673
1503258780,22.2,64,98851.602883826
1503262380,22.2,64,98822.3135200086
1503265980,22.8,61,98807.5894081655
1503269580,21.7,68,98749.9571297508
1503273180,21.7,68,98759.7198541334
1503276780,20,78,98745.967856266
1503280380,19.4,79,98741.0765128087
1503283980,17.2,90,98791.2843807017
1503287580,17.2,90,98801.0434723129
1503291180,16.7,93,98855.4394629553
1503294060,16.7,93,98870.0774845935
1503294780,16.7,93,98884.7155062316
1503298380,17.2,90,98937.6707548704
1503301980,16.7,90,98953.0262738763
1503304500,17.2,90,98955.1076059846
1503305580,17.2,90,98957.1889380929
1503307800,16.7,90,98962.0684838986
1503309180,17.2,87,98966.9480297042
1503311220,16.7,90,98962.0684838986
1503312780,17.2,87,98957.1889380929
1503316380,17.2,87,98957.1889380929
1503319980,17.2,87,98996.225304538
1503322320,17.2,87,99015.7434877604
1503322920,17.2,87,99035.2616709829
1503323580,17.2,87,99054.7798542054
1503327180,17.2,87,99113.334403873
1503330780,18.3,81,99181.016912138
1503332220,18.3,81,99200.5368918492
1503334380,18.3,81,99220.0568715603
1503337980,18.9,78,99225.0090762237
1503341580,20,73,99243.7974688273
1503343620,20,73,99236.4837037477
1503345180,20.6,73,99229.1699386681
1503348780,21.7,68,99228.3306244971
1503352380,22.2,64,99212.8383709077
1503355980,21.7,68,99179.5170025842
1503359580,21.1,68,99184.4229736464
1503363180,19.4,76,99170.5552955849
1503366780,18.9,78,99166.4462142861
1503370380,17.8,84,99137.837962618
1503373980,17.8,81,99157.3571274069
1503377580,17.2,84,99201.1662283742
1503381180,17.8,81,99215.9146217734
1503384780,16.1,87,99221.2415382066
1503388380,15.6,90,99168.2470690302
1503391980,15,93,99143.6692565251
1503395580,15.6,93,99138.9737500096
1503396660,16.1,90,99163.1041850481
1503399180,16.7,86,99187.2346200867
1503399600,16.7,86,99179.0538862227
1503400320,16.7,86,99170.8731523588
1503402780,16.1,90,99162.6924184948
1503406380,16.1,90,99182.2087917321
1503409980,16.1,90,99230.9997248253
1503413580,16.7,86,99284.8214310077
1503417180,16.7,86,99314.097474284
1503420780,17.2,84,99347.552602543
1503424380,18.3,78,99346.9367396824
1503427980,20,73,99370.6952132056
1503431580,21.1,66,99330.8566689815
1503435180,21.7,66,99267.3815220273
1503438780,22.2,64,99222.6014921802
1503442380,21.7,66,99169.7542782016
1503445980,21.1,68,99125.8494955123
1503449580,20,70,99107.1383594967
1503453180,19.4,76,99082.7073627443
1503456780,17.2,84,99113.334403873
1503460380,16.7,90,99148.1998957183
1503463980,16.1,90,99143.1760452576
1503466920,15.6,93,99138.2969519483
1503467580,16.1,90,99133.417858639
1503471180,15.6,96,99129.2159770026
1503474780,15.6,93,99129.2159770026
1503477660,15,96,99112.0494297605
1503478380,15,96,99094.8828825183
1503481980,15,96,99065.6110581143
1503485580,15.6,93,99060.9115659544
1503489180,15,96,99046.0965085116
1503492780,15,96,99055.8537833129
1503496380,15,93,99075.3683329156
1503499980,15.6,90,99099.942657982
1503500880,15.6,90,99109.7004309889
1503503580,15.6,93,99119.4582039958
1503507180,16.1,90,99152.9342318762
1503510660,17,83,99135.9290421591
1503510780,16.7,86,99118.923852442
1503514260,18,77,99103.9819515439
1503514380,17.8,81,99089.0400506459
1503517980,18.9,78,99049.320490411
1503521580,20,73,99029.0474398793
1503525180,20,73,98980.2406151184
1503528780,18.9,78,98912.6738125566
1503532200,19,78,98893.1528585774
1503532380,18.9,78,98873.6319045983
1503535980,17.8,81,98845.0504907851
1503538800,15.6,93,98838.2434768335
1503539580,15,96,98831.4364628819
1503540120,15,96,98858.3540573561
1503543180,15.6,93,98885.2716518304
1503546780,15.6,93,98904.7871978442
1503550260,16,94,98936.1579419832
1503550380,16.1,93,98967.5286861223
1503553860,16,88,98962.649592813
1503553980,16.1,90,98957.7704995037
1503557580,15.6,93,98943.8182898717
1503561180,15.6,93,98924.302743858
1503564780,15,96,98889.98011169
1503568380,15,96,98850.9510124846
1503570600,15.6,93,98843.7168996403
1503571980,15.6,93,98836.4827867959
1503575580,15.6,90,98816.9672407822
1503578100,15,93,98826.7250137891
1503579180,15.6,90,98836.4827867959
1503582780,15,93,98860.7082872859
1503586380,15,93,98880.2228368886
1503589980,15.6,90,98924.302743858
1503593580,15.6,90,98953.5760628786
1503597180,16.1,87,98967.5286861223
1503599700,16.1,87,98957.479266302
1503600780,17.2,81,98947.4298464817
1503604380,18.3,76,98907.7371961825
1503606960,18.9,73,98881.273634681
1503607980,17.8,75,98854.8100731795
1503611580,18.9,73,98834.5899966399
1503615180,17.8,75,98766.9738316297
1503618780,18.3,76,98722.297388927
1503622380,17.2,81,98674.1752813667
1503625980,16.7,80,98630.9897978371
1503628740,15.6,90,98616.6430162338
1503629580,15.6,86,98602.2962346306
1503633180,14.4,93,98621.4770735914
1503636780,15.6,86,98651.085099665
1503640380,15.6,86,98660.8428726719
1503643140,15.6,86,98654.2254560066
1503643680,15,88,98647.6080393413
